Ecoregion,Country,Site,Genus,Species,Taxon,N_min,Date,Start_decimal,Gamete_release,DoSRtNFM,daylen_decimal,sunset,sunrise
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,maryae,Acropora  maryae,1.0,2012-04-06,20.25,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,pharaonis,Acropora  pharaonis,3.0,2012-04-06,22.416666666666668,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,plantaginea,Acropora  plantaginea,5.0,2012-04-06,22.5,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,samoensis,Acropora  samoensis,4.0,2012-04-06,22.75,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,squarrosa,Acropora  squarrosa,2.0,2012-04-06,22.666666666666668,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,valida,Acropora  valida,4.0,2012-04-06,22.0,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,variolosa,Acropora  variolosa,3.0,2012-04-06,22.75,Bundles,0,12.3,18.41,6.11
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,anthocercis,Acropora  anthocercis,1.0,2012-04-07,22.666666666666668,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,gemmifera,Acropora  gemmifera,1.0,2012-04-07,22.75,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,hemprichii,Acropora  hemprichii,1.0,2012-04-07,22.666666666666668,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,lutkeni,Acropora  lutkeni,1.0,2012-04-07,21.0,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,plantaginea,Acropora  plantaginea,1.0,2012-04-07,22.5,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,samoensis,Acropora  samoensis,1.0,2012-04-07,22.75,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,valida,Acropora  valida,1.0,2012-04-07,22.0,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,variolosa,Acropora  variolosa,1.0,2012-04-07,22.75,Bundles,1,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Echinopora,hirsutissima,Echinopora  hirsutissima,15.0,2012-04-08,22.416666666666668,Bundles,2,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,retiformis,Goniastrea  retiformis,30.0,2012-04-08,22.25,Bundles,2,12.31,18.41,6.1
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,plantaginea,Acropora  plantaginea,1.0,2012-04-09,22.5,Bundles,3,12.33,18.42,6.9
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,retiformis,Goniastrea  retiformis,7.0,2012-04-09,22.25,Bundles,3,12.33,18.42,6.9
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,stelligera,Goniastrea  stelligera,5.0,2012-04-12,22.0,Bundles,6,12.37,18.43,6.6
North and central Red Sea,Saudi Arabia,Al Fahal,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-12,20.33333333333333,Bundles,6,12.37,18.43,6.6
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,columnaris,Porites  columnaris,1.0,2012-05-06,21.75,Sperm,0,13.4,18.52,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,4.0,2012-05-06,21.25,Sperm,0,13.4,18.52,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,2.0,2012-05-06,21.25,Eggs,0,13.4,18.52,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Cyphastrea,microphthalma,Cyphastrea  microphthalma,3.0,2012-05-07,20.83333333333333,Bundles,1,13.5,18.53,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,retiformis,Goniastrea  retiformis,22.0,2012-05-07,22.25,Bundles,1,13.5,18.53,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,columnaris,Porites  columnaris,3.0,2012-05-07,21.75,Sperm,1,13.5,18.53,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lobata,Porites  lobata,1.0,2012-05-07,21.58333333333333,Sperm,1,13.5,18.53,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,12.0,2012-05-07,21.25,Sperm,1,13.5,18.53,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,6.0,2012-05-07,21.25,Eggs,1,13.5,18.53,5.48
North and central Red Sea,Saudi Arabia,Al Fahal,Cyphastrea,microphthalma,Cyphastrea  microphthalma,2.0,2012-05-08,20.83333333333333,Bundles,2,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,retiformis,Goniastrea  retiformis,1.0,2012-05-08,22.25,Bundles,2,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,11.0,2012-05-08,21.25,Eggs,2,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,10.0,2012-05-08,21.25,Sperm,2,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,eurystoma,Acropora  eurystoma,2.0,2012-05-09,19.33333333333333,Bundles,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,hemprichii,Acropora  hemprichii,1.0,2012-05-09,22.666666666666668,Bundles,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,humilis,Acropora  humilis,4.0,2012-05-09,21.166666666666668,Bundles,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,lutkeni,Acropora  lutkeni,5.0,2012-05-09,21.0,Bundles,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,secale,Acropora  secale,1.0,2012-05-09,21.83333333333333,Bundles,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,valida,Acropora  valida,4.0,2012-05-09,22.0,Bundles,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,4.0,2012-05-09,21.25,Eggs,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Porites,lutea,Porites  lutea,3.0,2012-05-09,21.25,Sperm,3,13.6,18.53,5.47
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,edwardsi,Goniastrea  edwardsi,1.0,2012-05-10,21.5,Bundles,4,13.8,18.54,5.46
North and central Red Sea,Saudi Arabia,Al Fahal,Goniastrea,retiformis,Goniastrea  retiformis,3.0,2012-05-10,22.25,Bundles,4,13.8,18.54,5.46
North and central Red Sea,Saudi Arabia,Al Fahal,Acropora,plantaginea,Acropora  plantaginea,1.0,2013-04-22,22.5,Bundles,-3,13.48,18.46,5.58
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,lutkeni,Acropora  lutkeni,7.0,2011-05-17,21.0,Bundles,0,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,microclados,Acropora  microclados,1.0,2011-05-17,22.83333333333333,Bundles,0,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,plantaginea,Acropora  plantaginea,2.0,2011-05-17,22.5,Bundles,0,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,valida,Acropora  valida,12.0,2011-05-17,22.0,Bundles,0,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,verweyi,Acropora  verweyi,1.0,2011-05-17,20.33333333333333,Bundles,0,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,lutkeni,Acropora  lutkeni,4.0,2011-05-18,21.0,Bundles,1,13.13,18.56,5.43
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,valida,Acropora  valida,2.0,2011-05-18,22.0,Bundles,1,13.13,18.56,5.43
North and central Red Sea,Saudi Arabia,Dreams Beach,Diploastrea,heliopora,Diploastrea  heliopora,4.0,2011-05-21,22.33333333333333,Sperm,4,13.15,18.57,5.42
North and central Red Sea,Saudi Arabia,Dreams Beach,Diploastrea,heliopora,Diploastrea  heliopora,1.0,2011-05-21,22.33333333333333,Eggs,4,13.15,18.57,5.42
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,edwardsi,Goniastrea  edwardsi,10.0,2011-05-21,21.5,Bundles,4,13.15,18.57,5.42
North and central Red Sea,Saudi Arabia,Dreams Beach,Echinopora,hirsutissima,Echinopora  hirsutissima,1.0,2011-05-22,22.416666666666668,Bundles,5,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,edwardsi,Goniastrea  edwardsi,10.0,2011-05-22,21.5,Bundles,5,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,stelligera,Goniastrea  stelligera,5.0,2011-05-22,22.0,Bundles,5,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,efflorescens,Montipora  efflorescens,2.0,2012-06-05,20.75,Bundles,1,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,turgescens,Montipora  turgescens,1.0,2012-06-05,20.08333333333333,Bundles,1,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,humilis,Acropora  humilis,2.0,2012-06-06,21.166666666666668,Bundles,2,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Dipsastraea,speciosa,Dipsastraea  speciosa,1.0,2012-06-06,20.666666666666668,Bundles,2,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Dipsastraea,veroni,Dipsastraea  veroni,1.0,2012-06-06,22.5,Bundles,2,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Echinopora,hirsutissima,Echinopora  hirsutissima,1.0,2012-06-06,22.416666666666668,Bundles,2,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Favites,paraflexuosus,Favites  paraflexuosus,1.0,2012-06-06,22.916666666666668,Bundles,2,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,efflorescens,Montipora  efflorescens,1.0,2012-06-06,20.75,Bundles,2,14.24,19.4,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,humilis,Acropora  humilis,1.0,2012-06-07,21.166666666666668,Bundles,3,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Diploastrea,heliopora,Diploastrea  heliopora,1.0,2012-06-07,22.33333333333333,Sperm,3,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Dipsastraea,speciosa,Dipsastraea  speciosa,1.0,2012-06-07,20.666666666666668,Bundles,3,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Echinopora,hirsutissima,Echinopora  hirsutissima,1.0,2012-06-07,22.416666666666668,Bundles,3,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Favites,spinosa,Favites  spinosa,1.0,2012-06-07,21.5,Bundles,3,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Echinopora,hirsutissima,Echinopora  hirsutissima,1.0,2012-06-08,22.416666666666668,Bundles,4,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,edwardsi,Goniastrea  edwardsi,5.0,2012-06-08,21.5,Bundles,4,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,stelligera,Goniastrea  stelligera,2.0,2012-06-08,22.0,Bundles,4,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Leptoria,phrygia,Leptoria  phrygia,1.0,2012-06-08,22.33333333333333,Bundles,4,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Porites,solida,Porites  solida,2.0,2012-06-08,20.666666666666668,Bundles,4,14.25,19.5,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acanthastrea,brevis,Acanthastrea  brevis,5.0,2012-06-09,21.08333333333333,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,humilis,Acropora  humilis,1.0,2012-06-09,21.166666666666668,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Echinophyllia,aspera,Echinophyllia  aspera,1.0,2012-06-09,21.166666666666668,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Favites,pentagona,Favites  pentagona,1.0,2012-06-09,20.58333333333333,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,edwardsi,Goniastrea  edwardsi,1.0,2012-06-09,21.5,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,stelligera,Goniastrea  stelligera,10.0,2012-06-09,22.0,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Oxypora,crassispinosa,Oxypora  crassispinosa,1.0,2012-06-09,21.25,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Porites,solida,Porites  solida,2.0,2012-06-09,20.666666666666668,Bundles,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Turbinaria,stellulata,Turbinaria  stellulata,1.0,2012-06-09,20.33333333333333,Eggs,5,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acanthastrea,brevis,Acanthastrea  brevis,1.0,2012-06-10,21.08333333333333,Bundles,6,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2012-06-10,20.08333333333333,Bundles,6,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,stelligera,Goniastrea  stelligera,10.0,2012-06-10,22.0,Bundles,6,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acanthastrea,brevis,Acanthastrea  brevis,1.0,2012-06-11,21.08333333333333,Bundles,7,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Acropora,humilis,Acropora  humilis,1.0,2012-06-11,21.166666666666668,Bundles,7,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2012-06-11,20.08333333333333,Bundles,7,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,stelligera,Goniastrea  stelligera,4.0,2012-06-11,22.0,Bundles,7,14.26,19.6,5.4
North and central Red Sea,Saudi Arabia,Dreams Beach,Goniastrea,edwardsi,Goniastrea  edwardsi,1.0,2012-06-30,21.5,Bundles,-3,14.26,19.1,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,efflorescens,Montipora  efflorescens,1.0,2012-06-30,20.75,Bundles,-3,14.26,19.1,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2012-07-02,20.08333333333333,Bundles,-1,14.26,19.1,5.44
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,efflorescens,Montipora  efflorescens,1.0,2012-07-03,20.75,Bundles,0,14.25,19.1,5.45
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,efflorescens,Montipora  efflorescens,3.0,2012-07-04,20.75,Bundles,1,14.25,19.1,5.45
North and central Red Sea,Saudi Arabia,Dreams Beach,Dipsastraea,matthaii,Dipsastraea  matthaii,1.0,2012-07-05,22.33333333333333,Bundles,2,14.25,19.1,5.45
North and central Red Sea,Saudi Arabia,Dreams Beach,Montipora,efflorescens,Montipora  efflorescens,6.0,2012-07-05,20.75,Bundles,2,14.25,19.1,5.45
North and central Red Sea,Saudi Arabia,Fsar,Acropora,nasuta,Acropora  nasuta,1.0,2014-04-19,22.33333333333333,Bundles,4,12.45,18.45,6.0
North and central Red Sea,Saudi Arabia,Fsar,Acropora,nasuta,Acropora  nasuta,2.0,2014-04-20,22.33333333333333,Bundles,5,13.46,18.45,5.59
North and central Red Sea,Saudi Arabia,Fsar,Acropora,pharaonis,Acropora  pharaonis,1.0,2014-04-20,22.25,Bundles,5,13.46,18.45,5.59
North and central Red Sea,Saudi Arabia,Fsar,Acropora,valida,Acropora  valida,2.0,2014-04-20,22.066666666666663,Bundles,5,13.46,18.45,5.59
North and central Red Sea,Saudi Arabia,Fsar,Acanthastrea,brevis,Acanthastrea  brevis,1.0,2014-04-21,20.266666666666666,Bundles,6,13.47,18.46,5.59
North and central Red Sea,Saudi Arabia,Fsar,Dipsastraea,speciosa,Dipsastraea  speciosa,1.0,2014-04-21,20.4,Bundles,6,13.47,18.46,5.59
North and central Red Sea,Saudi Arabia,Fsar,Montipora,cocosensis,Montipora  cocosensis,1.0,2014-05-15,20.683333333333334,Bundles,1,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,Montipora,informis,Montipora  informis,1.0,2014-05-15,20.45,Bundles,1,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,Montipora,tuberculosa,Montipora  tuberculosa,1.0,2014-05-15,20.183333333333334,Bundles,1,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,Platygyra,lamellina,Platygyra  lamellina,1.0,2014-05-15,20.05,Bundles,1,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,Platygyra,sinensis,Platygyra  sinensis,1.0,2014-05-15,20.28333333333333,Bundles,1,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,Galaxea,astreata,Galaxea  astreata,7.0,2014-05-16,19.883333333333333,Bundles,2,13.13,18.56,5.43
North and central Red Sea,Saudi Arabia,Fsar,Platygyra,lamellina,Platygyra  lamellina,1.0,2014-05-16,20.05,Bundles,2,13.13,18.56,5.43
North and central Red Sea,Saudi Arabia,Fsar,Acropora,humilis,Acropora  humilis,2.0,2014-05-17,20.25,Bundles,3,13.14,18.57,5.43
North and central Red Sea,Saudi Arabia,Fsar,Galaxea,astreata,Galaxea  astreata,11.0,2014-05-17,19.883333333333333,Bundles,3,13.14,18.57,5.43
North and central Red Sea,Saudi Arabia,Fsar,Galaxea,astreata,Galaxea  astreata,2.0,2014-05-19,19.883333333333333,Bundles,5,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Fsar,Echinophyllia,aspera,Echinophyllia  aspera,1.0,2014-05-20,20.216666666666665,Bundles,6,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Fsar,Echinophyllia,aspera,Echinophyllia  aspera,10.0,2014-05-21,20.216666666666665,Bundles,7,13.17,18.58,5.41
North and central Red Sea,Saudi Arabia,Fsar,Galaxea,astreata,Galaxea  astreata,15.0,2014-06-15,20.1,Bundles,2,14.29,19.8,5.39
North and central Red Sea,Saudi Arabia,Fsar,Galaxea,astreata,Galaxea  astreata,16.0,2014-06-16,20.1,Bundles,3,14.3,19.9,5.39
North and central Red Sea,Saudi Arabia,Qita al Kirsh,Echinopora,hirsutissima,Echinopora  hirsutissima,3.0,2013-04-27,22.416666666666668,Bundles,2,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Qita al Kirsh,Favites,abdita,Favites  abdita,1.0,2013-04-27,23.0,Bundles,2,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Qita al Kirsh,Goniastrea,retiformis,Goniastrea  retiformis,10.0,2013-04-27,22.25,Bundles,2,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Qita al Kirsh,Porites,lutea,Porites  lutea,4.0,2013-04-27,22.08333333333333,Sperm,2,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,Acropora,lamarcki,Acropora  lamarcki,2.0,2013-04-25,22.666666666666668,Bundles,0,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,Acropora,pharaonis,Acropora  pharaonis,1.0,2013-04-25,22.416666666666668,Bundles,0,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,Acropora,plantaginea,Acropora  plantaginea,2.0,2013-04-25,22.5,Bundles,0,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,Acropora,valida,Acropora  valida,2.0,2013-04-25,22.0,Bundles,0,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,Acropora,variolosa,Acropora  variolosa,2.0,2013-04-25,22.75,Bundles,0,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar NE,Favites,abdita,Favites  abdita,1.0,2013-04-26,23.0,Bundles,1,13.53,18.48,5.55
North and central Red Sea,Saudi Arabia,Shi'b Nizar NE,Goniastrea,retiformis,Goniastrea  retiformis,10.0,2013-04-26,22.25,Bundles,1,13.53,18.48,5.55
North and central Red Sea,Saudi Arabia,Tarut Bay,Acropora,clathrata,Acropora  clathrata,2.0,1993-05-04,20.75,Bundles,-2,14.14,18.13,4.59
North and central Red Sea,Saudi Arabia,Tarut Bay,Acropora,clathrata,Acropora  clathrata,30.0,1993-05-04,18.0,Bundles,-2,14.14,18.13,4.59
North and central Red Sea,Saudi Arabia,Tarut Bay,Acropora,clathrata,Acropora  clathrata,50.0,1993-05-04,21.33333333333333,Bundles,-2,14.14,18.13,4.59
North and central Red Sea,Saudi Arabia,Tarut Bay,Acropora,clathrata,Acropora  clathrata,1.0,1993-05-05,22.0,Bundles,-1,14.15,18.13,4.58
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,millepora,Acropora  millepora,1.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,halicora,Favites  halicora,1.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,ryukyuensis,Platygyra  ryukyuensis,2.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,2.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2002-04-01,20.0,Bundles,3,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,millepora,Acropora  millepora,1.0,2002-04-02,20.0,Bundles,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,astreata,Galaxea  astreata,1.0,2002-04-02,20.0,Not recorded,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2002-04-02,20.0,Not recorded,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2002-04-02,20.0,Bundles,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,5.0,2002-04-02,20.0,Bundles,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,ryukyuensis,Platygyra  ryukyuensis,2.0,2002-04-02,20.0,Bundles,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,2.0,2002-04-02,20.0,Bundles,4,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,hyacinthus,Acropora  hyacinthus,2.0,2002-04-03,20.0,Bundles,5,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,millepora,Acropora  millepora,1.0,2002-04-03,20.0,Bundles,5,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2002-04-03,20.0,Bundles,5,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2002-04-03,20.0,Not recorded,5,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2002-04-03,20.0,Bundles,5,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,5.0,2002-04-03,20.0,Bundles,5,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-20,20.0,Not recorded,3,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2003-04-20,20.0,Bundles,3,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-20,20.0,Bundles,3,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Oulophyllia,bennettae,Oulophyllia  bennettae,1.0,2003-04-20,20.0,Bundles,3,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-20,20.0,Bundles,3,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,ryukyuensis,Platygyra  ryukyuensis,1.0,2003-04-20,20.0,Bundles,3,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Euphyllia,ancora,Euphyllia  ancora,1.0,2003-04-21,20.0,Not recorded,4,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-21,20.0,Not recorded,4,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-21,20.0,Bundles,4,13.9,19.8,6.59
